Time [s],Velocity [km/h],Elevation [m],Throttle [%],Motor Torque [Nm],Longitudinal Acceleration [m/s^2],Regenerative Braking Signal,Battery Voltage [V],Battery Current [A],Battery Temperature [�C]
41.7,36.77,574,30.93,2.55,0.09,,390.53,-5.4,21
41.8,36.91,574,30.93,1.39,-0.08,,390.63,-4,21
41.9,36.82,574,30.3,0,-0.31,,390.7,-3.01,21
42,36.82,574,30.63,0,-0.2,,390.7,-3.06,21
42.1,36.76,574,30.3,0,-0.25,,390.7,-3.1,21
42.2,36.64,574,30.3,0,-0.17,,390.7,-3.1,21
42.3,36.56,574,30.45,0,-0.12,,390.7,-3.07,21
42.4,36.54,574,30.3,0,-0.09,,390.7,-2.97,21
42.5,36.42,574,30.45,0,-0.09,,390.7,-2.9,21
42.6,36.35,574,30.47,0.05,-0.12,,390.7,-2.9,21
42.7,36.37,574,30.63,0,-0.08,,390.7,-2.96,21
42.8,36.3,574,30.63,0,-0.09,,390.7,-3.16,21
42.9,36.12,574,30.63,0.5,-0.29,,390.7,-3.34,21
43,36.02,574,30.93,0.5,-0.25,,390.7,-3.49,21
43.1,35.98,574,31.1,0.95,-0.11,,390.7,-3.59,21
43.2,35.96,574,31.11,0,-0.19,,390.7,-3.54,21
43.3,35.76,574,32.05,0.5,-0.03,,390.67,-3.94,21
43.4,35.68,574,32.83,1.45,-0.12,,390.57,-5.49,21
43.5,35.77,574,34.41,2.66,-0.12,,390.47,-6.93,21
43.6,35.76,574,36.53,4.66,-0.06,,390.37,-8.08,21
43.7,35.77,574,37.46,6.61,0.05,,390.27,-9.21,21
43.8,35.6,574,38.24,9.95,-0.06,,390.17,-10.31,21
43.9,35.6,574,39.63,10.05,0.07,,390.1,-11.2,21
44,35.59,574,40.55,9,0.07,,390.1,-11.55,21
44.1,35.7,574,41,10.05,0.02,,390.07,-12.15,21
44.2,35.67,574,41.66,11.11,0.02,,389.97,-13.4,21
44.3,35.66,574,42.73,13.61,0.03,,389.86,-14.8,21
44.4,35.67,574,44.44,14.5,0.04,,389.71,-16.55,21
44.5,35.75,574,45.2,18.21,0.18,,389.52,-18.92,21
44.6,35.86,574,45.2,23,0.36,,389.22,-22.87,21
44.7,35.89,574,44.88,29.05,0.22,,388.94,-26.34,21
44.8,36.07,574,45.03,33.84,0.27,,388.74,-28.59,21
44.9,36.21,574,45.03,34.55,0.53,,388.56,-30.7,21
45,36.42,574,44.73,36.95,0.54,,388.41,-32.45,21
45.1,36.58,574,43.89,38.55,0.56,,388.3,-33.53,21
45.2,36.72,574,41.45,40.5,0.55,,388.3,-32.93,21
45.3,36.91,574,39.71,37.89,0.53,,388.36,-31.58,21
45.4,37.05,574,37.58,34.89,0.59,,388.56,-28.33,21
45.5,37.18,574,37.58,28.95,0.46,,388.77,-25.22,21
45.6,37.34,574,37.13,24.95,0.28,,389.02,-22.47,21
45.7,37.51,574,36.94,21.95,0.22,,389.21,-20.36,21
45.8,37.68,574,35.68,19.84,0.08,,389.26,-19.86,21
45.9,37.62,574,34,20.45,0.11,,389.36,-18.71,21
46,37.66,574,32.92,17.34,0.19,,389.56,-15.91,21
46.1,37.73,574,31.48,13.89,0.03,,389.74,-13.36,21
46.2,37.81,574,28.34,12.84,0.05,,389.89,-11.46,21
46.3,37.92,574,25.15,8.9,0.08,,390.06,-9.32,21
46.4,37.92,574,21.43,5.95,-0.03,,390.26,-6.57,21
46.5,37.83,574,18.05,2,-0.12,,390.53,-3.03,21
46.6,37.7,574,14.94,-1.5,-0.24,,390.98,2.52,21
46.7,37.52,574,14.95,-11.66,-0.47,,391.44,8.22,21
46.8,37.24,574,14.95,-22,-0.59,,391.94,14.27,21
46.9,37.13,574,15.1,-26.82,-0.59,,392.39,19.49,21
47,36.9,574,15.28,-36.16,-0.75,,392.69,22.64,21
47.1,36.6,574,15.6,-39,-0.87,,392.87,24.39,21
47.2,36.23,574,15.88,-35.95,-0.69,,392.77,22.59,21
47.3,35.97,574,15.88,-34.05,-0.76,,392.69,21.12,21
47.4,35.74,574,16.37,-34.5,-0.8,,392.64,20.47,21
47.5,35.38,574,16.53,-33.45,-0.69,,392.59,19.6,21
47.6,35.25,574,17.13,-31.61,-0.28,,392.54,18.2,21
47.7,34.78,574,17.9,-30.78,-0.87,,392.47,16.99,21
47.8,34.7,574,18.05,-29.67,-0.61,,392.37,16.24,21
47.9,34.43,574,18.05,-26.16,-0.8,,392.29,15.53,21
48,34.28,574,18.81,-26.05,-0.88,,392.24,14.93,21
48.1,33.92,574,19.48,-26,-0.56,,392.19,14.13,21
48.2,33.71,574,19.92,-24.45,-0.64,,392.14,12.83,21
48.3,33.49,574,20.71,-22.95,-0.49,,392.07,11.7,21
48.4,33.26,574,21.49,-20.89,-0.52,,391.97,11,21
48.5,33.12,574,22.9,-19.22,-0.46,,391.86,9.9,21
48.6,32.9,574,23.8,-15.5,-0.43,,391.71,7.8,21
48.7,32.86,574,23.96,-12.22,-0.56,,391.59,6.13,21
48.8,32.65,574,24.4,-13.11,-0.44,,391.54,5.53,21
48.9,32.53,574,24.42,-11.11,-0.31,,391.49,4.84,21
49,32.34,574,25.38,-12.45,-0.34,,391.44,3.94,21
49.1,32.21,574,27.92,-9.5,-0.38,,391.34,2.49,21
49.2,32.21,574,29.85,-6.72,-0.15,,391.14,-0.36,21
49.3,32.17,574,29.53,-1.45,-0.2,,390.99,-2.46,21
49.4,31.95,574,29.38,0.11,-0.23,,390.94,-2.66,21
49.5,31.85,574,29.06,0,-0.1,,390.94,-2.3,21
49.6,31.75,574,27.42,-1.61,-0.09,,391.09,-0.55,21
49.7,31.8,574,21.49,-4.55,-0.32,,391.23,1.31,21
49.8,31.68,574,14.99,-7.06,-0.27,,391.33,3.46,21
49.9,31.49,574,7.48,-11.66,-0.43,,391.58,7.33,21
50,31.33,574,0.9,-24.72,-0.68,,392.23,15.52,21
50.1,31.04,574,0,-39.33,-0.99,,392.9,23.76,21
50.2,30.56,574,0,-55.89,-1.31,,393.6,32.12,21
50.3,30.03,574,0,-72.06,-1.59,,394.13,38.28,21
50.4,29.45,574,0,-77.5,-1.56,,394.23,38.93,21
50.5,28.84,574,0,-77,-1.58,,394.29,38.99,21
50.6,28.34,574,0,-77,-1.55,,394.24,37.54,21
50.7,27.76,574,0,-75,-1.61,,394.17,36.1,21
50.8,27.26,574,3.75,-74,-1.58,,394.07,34.7,21
50.9,26.64,574,11.55,-73,-1.52,,393.89,32.15,21
51,26.07,574,16.68,-67.05,-1.2,,393.49,26.7,21
51.1,25.67,574,18.06,-54.61,-1.06,,393.09,21.21,21
51.2,25.35,574,19.13,-43.22,-0.82,,392.69,15.61,21
51.3,25.03,574,19.11,-31.72,-0.62,,392.34,11.2,21
51.4,24.85,574,18.98,-23.45,-0.52,,392.14,9.8,21
51.5,24.64,574,19.13,-24.11,-0.75,,392,8.71,21
51.6,24.39,574,20.1,-25.55,-0.63,,392,8.41,21
51.7,24.24,574,22.9,-23.89,-0.51,,391.93,7.22,21
51.8,23.95,574,25.71,-16.33,-0.41,,391.68,3.77,21
51.9,23.93,574,27.85,-9.89,-0.18,,391.46,0.86,21
52,23.84,574,28.13,-3.94,-0.13,,391.31,-0.69,21
52.1,23.79,574,28.13,-2.44,-0.13,,391.2,-1.8,21
52.2,23.72,574,29.14,-2.5,-0.2,,391.2,-1.8,21
52.3,23.69,574,33.19,-2.89,-0.26,,391.19,-1.98,21
52.4,23.55,574,38.12,-0.89,-0.12,,391.14,-2.63,21
52.5,23.52,574,39,0.11,-0.09,,391.07,-3.45,21
52.6,23.52,574,39,2.44,-0.06,,390.97,-4.7,21
52.7,23.46,574,39,3.61,0.11,,390.86,-6.08,21
52.8,23.39,574,39.49,13.44,0,,390.71,-7.78,21
52.9,23.43,574,42.49,11.06,0.03,,390.5,-10.46,21
53,23.51,574,45.26,15.11,0.23,,390.15,-15.61,21
53.1,23.65,574,47.53,28,0.58,,389.64,-22.45,21
53.2,23.9,574,47.36,51,0.89,,388.74,-33.55,21
53.3,24.27,574,46.88,70.22,1.09,,388,-42.41,21
53.4,24.66,574,46.73,78.67,1.17,,387.65,-45.61,21
53.5,25.12,574,46.45,81.5,1.27,,387.36,-48.37,21
53.6,25.64,574,46.43,83.44,1.33,,387.21,-50.02,21
53.7,26.1,574,45.79,84.06,1.43,,387.09,-51.07,21
53.8,26.54,574,44.56,84.5,1.3,,387.04,-50.62,21
53.9,27.01,574,44.43,81.77,1.1,,387.03,-49.92,21
54,27.43,574,44.58,76.44,1.19,,387.13,-48.57,21
54.1,27.88,574,44.58,73.89,1.14,,387.2,-47.59,21
54.2,28.29,574,44.58,72.44,1,,387.2,-47.54,21
54.3,28.62,574,44.75,71.94,1.03,,387.21,-47.26,21
54.4,28.99,574,45.03,69.33,1.19,,387.26,-46.41,21
54.5,29.35,574,45.21,67.44,1.1,,387.3,-45.86,21
54.6,29.78,574,45.68,67.83,1.03,,387.3,-46.06,21
54.7,30.16,574,45.68,65.56,0.85,,387.29,-46.3,21
54.8,30.47,574,45.5,66.56,1.03,,387.24,-46.65,21
54.9,30.81,574,45.5,66.39,0.96,,387.2,-46.89,21
55,31.15,574,45.49,64.5,1.01,,387.2,-46.84,21
55.1,31.45,574,45.04,64.94,1.12,,387.2,-46.69,21
55.2,31.85,574,45.35,62.94,0.93,,387.2,-46.29,21
55.3,32.2,574,45.33,61.56,0.95,,387.19,-46.04,21
55.4,32.48,574,45.2,60.56,0.69,,387.14,-46.19,21
55.5,32.78,574,45.2,60.94,0.82,,387.11,-46.03,21
55.6,33.13,574,45.35,59.56,0.87,,387.16,-45.08,21
55.7,33.49,574,45.2,58.33,0.9,,387.2,-44.44,21
55.8,33.81,574,45.2,58.06,1,,387.2,-44.59,21
55.9,34.07,574,45.03,57,0.65,,387.2,-44.61,21
56,34.32,574,44.86,56.39,0.73,,387.2,-44.31,21
56.1,34.47,574,43.33,56.89,0.72,,387.24,-43.51,21
56.2,34.76,574,43.18,52.39,0.95,,387.39,-41.4,21
56.3,35.18,574,41.83,48.39,0.73,,387.56,-39.12,21
56.4,35.36,574,36.45,45.5,0.7,,387.76,-36.37,21
56.5,35.55,574,34.8,41.77,0.56,,388.06,-32.54,21
56.6,35.67,574,34.8,32.21,0.45,,388.61,-25.99,21
56.7,35.73,574,33.7,23.06,0.3,,389.06,-20.53,21
56.8,35.82,574,32.18,22.84,0.12,,389.26,-17.83,21
56.9,35.88,574,32.03,18.44,0.14,,389.44,-15.53,21
57,35.96,574,31.67,12.53,0.03,,389.59,-14.23,21
57.1,35.88,574,30.31,11.63,0.16,,389.76,-12.49,21
57.2,35.82,574,30.45,11.44,0.14,,389.96,-9.64,21
57.3,35.94,574,30.3,5.9,-0.03,,390.11,-7.6,21
57.4,35.9,574,30.3,6.6,-0.09,,390.16,-7.6,21
57.5,35.94,574,30.45,5.5,-0.03,,390.21,-7.46,21
57.6,35.89,574,30.3,4.53,-0.04,,390.26,-6.96,21
57.7,35.86,574,30.46,4,-0.07,,390.33,-6.3,21
57.8,35.92,574,30.78,3,-0.02,,390.43,-5.25,21
57.9,35.9,574,30.63,1.53,-0.13,,390.51,-4.32,21
58,35.85,574,30.63,1.41,-0.31,,390.56,-3.67,21
58.1,35.76,574,30.63,0.47,-0.27,,390.6,-3.23,21
58.2,35.6,574,30.62,0,-0.1,,390.6,-3.33,21
58.3,35.53,574,30.63,0.5,-0.09,,390.6,-3.4,21
58.4,35.45,574,30.63,0.03,-0.14,,390.6,-3.4,21
58.5,35.44,574,30.77,0,-0.17,,390.6,-3.4,21
58.6,35.38,574,30.63,0,-0.04,,390.6,-3.4,21
58.7,35.37,574,30.63,0,-0.01,,390.6,-3.44,21
58.8,35.36,574,30.63,0.03,-0.13,,390.6,-3.59,21
58.9,35.33,574,30.78,0,-0.08,,390.6,-3.71,21
59,35.31,574,30.78,0.5,-0.17,,390.6,-3.76,21
59.1,35.33,574,30.78,0.03,-0.09,,390.6,-3.8,21
59.2,35.23,574,30.78,0.97,-0.2,,390.6,-3.8,21
59.3,35.19,574,30.78,0.5,-0.07,,390.6,-3.79,21
59.4,35.11,574,30.92,0.03,-0.1,,390.6,-3.74,21
59.5,35.04,574,30.78,0.47,-0.16,,390.6,-3.71,21
59.6,35.04,574,30.78,0.47,-0.12,,390.6,-3.76,21
59.7,34.99,574,30.93,0.47,-0.16,,390.6,-3.77,21
59.8,35.06,574,30.93,0.03,-0.25,,390.6,-3.67,21
59.9,35.03,574,30.78,0,-0.12,,390.6,-3.61,21
60,35.01,574,30.63,0.03,-0.17,,390.6,-3.66,21
60.1,34.98,574,30.63,0.03,-0.06,,390.6,-3.71,21
60.2,34.99,574,30.45,0,-0.18,,390.6,-3.76,21
60.3,34.93,574,30.45,0.47,-0.09,,390.6,-3.81,21.33
60.4,34.9,574,30.45,0,-0.19,,390.6,-3.86,21.69
60.5,34.95,574,30.45,0,-0.06,,390.6,-3.87,22
60.6,34.88,574,30.3,0,-0.23,,390.6,-3.77,22
60.7,34.82,574,30.44,0.03,-0.02,,390.61,-3.66,22
60.8,34.74,574,30.3,0,-0.13,,390.66,-3.51,22
60.9,34.77,574,30.3,0,-0.14,,390.7,-3.4,22
61,34.64,574,30.3,0,-0.21,,390.7,-3.4,22
61.1,34.53,574,29.99,0,-0.18,,390.7,-3.36,22
61.2,34.42,574,29.08,0,-0.15,,390.7,-3.21,22
61.3,34.27,574,28.75,0,-0.27,,390.7,-3.03,22
61.4,34.19,574,28.59,-1.97,0.12,,390.7,-2.78,22
61.5,34.18,574,28.28,-1.53,-0.04,,390.73,-2.26,22
61.6,34.12,574,27.99,-2.53,-0.3,,390.83,-1.06,22
61.7,34.06,574,27.21,-3.53,-0.22,,390.91,-0.06,22
61.8,34.07,574,27.2,-5.5,-0.39,,390.96,0.44,22
61.9,33.97,574,26.54,-5.94,-0.4,,391.01,1.07,22
62,33.82,574,23.93,-6,-0.49,,391.06,2.02,22
62.1,33.64,574,22.88,-7.57,-0.43,,391.14,3.11,22
62.2,33.56,574,22.87,-13.47,-0.25,,391.29,4.56,22
62.3,33.37,574,22.73,-13.47,-0.36,,391.43,5.91,22
62.4,33.24,574,22.87,-15.17,-0.59,,391.53,7.01,22
62.5,33.1,574,22.73,-16.93,-0.61,,391.6,7.86,22
62.6,32.96,574,22.73,-15.9,-0.51,,391.6,8.06,22
62.7,32.72,574,22.88,-16.1,-0.42,,391.6,8.09,22
62.8,32.71,574,22.88,-16,0.15,,391.6,7.69,22
62.9,32.55,574,22.88,-16.93,-0.62,,391.6,7.3,22
63,32.33,574,22.88,-15.46,-0.43,,391.6,6.95,22
63.1,31.96,574,22.88,-16.47,0.06,,391.59,6.57,22
63.2,31.83,574,23.33,-15.97,-0.31,,391.54,6.12,22
63.3,31.62,574,25.68,-15.47,-0.51,,391.44,5.05,22
63.4,31.56,574,26.28,-12.43,-0.28,,391.24,2.4,22
63.5,31.57,574,26.59,-6.97,-0.31,,391.09,0.37,22
63.6,31.48,574,26.76,-5.93,-0.1,,391.04,-0.08,22
63.7,31.35,574,27.19,-6.97,-0.26,,391,-0.53,22
63.8,31.27,574,27.08,-5,-0.29,,391,-0.98,22
63.9,31.19,574,27.2,-5.54,-0.27,,390.97,-1.57,22
64,31.16,574,28.01,-4.96,-0.3,,390.87,-2.52,22
64.1,31.12,574,29.39,-3.5,-0.28,,390.76,-3.63,22
64.2,31,574,30.77,-1.46,0.04,,390.61,-5.13,22
64.3,31.02,574,30.78,0.93,-0.1,,390.5,-6.34,22
64.4,30.94,574,30.78,0,-0.08,,390.5,-6.84,22
64.5,30.79,574,30.63,0.93,-0.14,,390.5,-7.21,22
64.6,30.8,574,30.44,0,-0.31,,390.5,-7.26,22
64.7,30.74,574,29.99,0,-0.3,,390.5,-7.26,22
64.8,30.76,574,29.21,0,0.05,,390.5,-7.11,22
64.9,30.73,574,29.68,-2,-0.35,,390.49,-7.07,22
65,30.7,574,30.01,0,-0.2,,390.44,-7.32,22
65.1,30.65,574,32.19,0,-0.46,,390.37,-7.86,22
65.2,30.57,574,34.36,0.93,-0.12,,390.27,-9.11,22
65.3,30.56,574,34.82,3.93,-0.03,,390.14,-10.71,22
65.4,30.53,574,35.58,9.18,0.02,,389.94,-13.21,22
65.5,30.42,574,38.11,10,0.01,,389.81,-14.89,22
65.6,30.52,574,41.33,6.5,-0.17,,389.86,-14.49,22
65.7,30.58,574,41.18,8.11,0.2,,389.87,-14.53,22
65.8,30.59,574,41.01,11.07,0.12,,389.77,-15.68,22
65.9,30.57,574,40.85,11.54,-0.08,,389.69,-16.76,22
66,30.71,574,40.85,13.11,0.15,,389.64,-17.66,22
66.1,30.76,574,40.68,14.96,0.22,,389.57,-18.54,22
66.2,30.89,574,40.68,15.5,0.1,,389.47,-19.39,22
66.3,30.84,574,40.56,17.07,0.4,,389.39,-20.09,22
66.4,30.97,574,40.69,17.5,0.3,,389.34,-20.39,22
66.5,30.97,574,41,18.11,0.24,,389.29,-20.91,22
66.6,31.11,574,41.47,18.04,-0.81,,389.24,-22.01,22
66.7,31.07,574,41,20.57,0.25,,389.17,-22.86,22
66.8,31.08,574,41.18,22.57,0.26,,389.07,-23.06,22
66.9,31.15,574,41.18,22.79,0.11,,389.01,-23.19,22
67,31.29,574,41,20.97,-0.06,,389.06,-23.14,22
67.1,31.46,574,41,21.5,0.09,,389.1,-23.11,22
67.2,31.51,574,41,21,0.21,,389.1,-23.16,22
67.3,31.66,574,41,21.5,0.16,,389.1,-23.14,22
67.4,31.74,574,41,21.47,0.05,,389.1,-22.94,22
67.5,31.79,574,41,21.46,0.06,,389.1,-22.83,22
67.6,31.88,574,41,21,0.15,,389.1,-22.93,22
67.7,31.92,574,41.01,21,0.07,,389.09,-23.03,22
67.8,31.99,574,41.18,22,0.02,,389.04,-23.13,22
67.9,32.02,574,41.78,22,0.16,,388.99,-23.34,22
68,32.07,574,42.88,22.54,0.14,,388.94,-23.84,22
68.1,32.19,574,44.43,23,0.21,,388.84,-25.1,22
68.2,32.24,574,44.43,25.57,0.34,,388.64,-28.25,22
68.3,32.36,574,44.28,32,0.35,,388.46,-30.99,22
68.4,32.48,574,44.26,34.07,0.28,,388.31,-32.69,22
68.5,32.68,574,44.09,33.79,0.47,,388.17,-34.13,22
68.6,32.81,574,43.95,36.46,0.59,,388.07,-34.93,22
68.7,32.97,574,43.49,38,0.56,,387.99,-35.59,22
68.8,33.16,574,42.69,39.85,0.55,,387.94,-35.89,22
68.9,33.29,574,41.63,38.54,0.48,,387.94,-35.56,22
69,33.54,574,40.05,36.43,0.48,,388.09,-33.66,22
69.1,33.69,574,37.54,33.5,0.41,,388.26,-31.46,22
69.2,33.82,574,33.23,29.46,0.39,,388.46,-28.51,22
69.3,33.85,574,29.05,25.46,-0.4,,388.71,-24.87,22
69.4,33.93,574,28.13,20.28,0.78,,389.11,-19.52,22
69.5,34.05,574,28.59,10.85,0.33,,389.41,-15.73,22
69.6,34.16,574,28.45,10.32,-0.45,,389.46,-15.83,22
69.7,34,574,28.28,8.61,-0.13,,389.54,-15.31,22
69.8,33.92,574,28.45,9.74,-0.05,,389.69,-13.26,22
69.9,33.94,574,28.44,4.96,-0.48,,389.83,-11.41,22
70,34.03,574,28.6,3.93,-0.19,,389.93,-10.06,22
70.1,33.82,574,28.46,2.43,-0.18,,390.01,-8.91,22
70.2,33.96,574,28.28,1.46,-0.14,,390.06,-8.26,22
70.3,33.89,574,28.26,0,-0.2,,390.13,-7.51,22
70.4,33.72,574,28.13,-0.15,-0.36,,390.23,-6.51,22
70.5,33.62,574,28.28,-4,-0.19,,390.3,-5.87,22
70.6,33.57,574,28.13,-3,-0.17,,390.3,-6.12,22
70.7,33.51,574,28.13,-2.5,-0.2,,390.31,-6.29,22
70.8,33.36,574,28.01,-2.96,-0.21,,390.36,-6.24,22
70.9,33.22,574,28.13,-3.43,-0.29,,390.4,-6.13,22
71,33.23,574,28.01,-2.57,-0.33,,390.4,-5.88,22
71.1,33.29,574,28,-4.39,-0.21,,390.4,-5.61,22
71.2,33.19,574,27.5,-3,-0.31,,390.4,-5.31,22
71.3,33.1,574,27.2,-4,-0.26,,390.41,-5.04,22
71.4,33.02,574,27.2,-5.43,-0.3,,390.46,-4.84,22
71.5,32.97,574,27.21,-4.96,-0.33,,390.5,-4.67,22
71.6,32.88,574,27.51,-4.54,-0.31,,390.5,-4.57,22
71.7,32.74,574,28.01,-4.54,-0.21,,390.47,-4.91,22
71.8,32.72,574,29.08,-5.28,-0.24,,390.37,-6.36,22
71.9,32.59,574,30.32,-1.39,-0.13,,390.29,-7.61,22
72,32.52,574,32.03,0.07,-0.23,,390.24,-8.36,22
72.1,32.48,574,32.63,2,0.01,,390.19,-8.99,22
72.2,32.43,574,32.63,0.15,-0.05,,390.14,-9.29,22
72.3,32.45,574,32.96,2.93,-0.05,,390.07,-9.9,22
72.4,32.38,574,34.37,4.11,-0.08,,389.97,-11.3,22
72.5,32.38,574,36.54,5.54,-0.04,,389.87,-12.6,22
72.6,32.37,574,38.39,8,-0.03,,389.77,-13.65,22
72.7,32.36,574,39.75,8.96,-0.03,,389.69,-14.6,22
72.8,32.4,574,39.59,8.54,-0.03,,389.64,-15.3,22
72.9,32.34,574,39.6,10.04,0,,389.59,-16,22
73,32.35,574,39.6,10.08,0.11,,389.54,-16.7,22
73.1,32.38,574,39.6,11.11,0.13,,389.49,-17.34,22
73.2,32.4,574,39.6,12.61,0.05,,389.44,-17.84,22
73.3,32.5,574,39.6,14,0.14,,389.39,-18.44,22
73.4,32.57,574,39.6,14.61,0.12,,389.34,-19.29,22
73.5,32.68,574,39.6,14.69,0.06,,389.29,-20,22
73.6,32.64,574,39.59,17.65,0.06,,389.24,-20.35,22
73.7,32.68,574,39.48,17.96,0.13,,389.2,-20.59,22
73.8,32.77,574,39.48,17.5,0.18,,389.2,-20.54,22
73.9,32.87,574,39.29,17.46,0.17,,389.2,-20.44,22
74,32.93,574,39.15,16.96,0.14,,389.2,-20.24,22
74.1,32.95,574,39,16.46,0.18,,389.2,-19.99,22
74.2,32.98,574,38.52,16,0.01,,389.2,-19.59,22
74.3,32.99,574,37.57,14.58,0.12,,389.23,-18.96,22
74.4,33.04,574,36.98,13.04,0.05,,389.33,-17.76,22
74.5,33.15,574,36.63,12.04,0.04,,389.4,-16.8,22
74.6,33.15,574,35.56,12.42,0.03,,389.4,-16.45,22
74.7,33.14,574,34.8,11.46,0.04,,389.43,-15.94,22
74.8,33.12,574,34.64,11.42,0.02,,389.53,-15.04,22
74.9,33.17,574,34.48,8.04,-0.02,,389.61,-14.34,22
75,33.19,574,34.8,8.85,-0.08,,389.66,-14.14,22
75.1,33.11,574,34.95,6.58,-0.09,,389.7,-13.99,22
75.2,33.18,574,35.28,6,-0.01,,389.7,-13.94,22
75.3,33.14,574,35.41,7.5,-0.01,,389.69,-14.03,22
75.4,33.16,574,35.58,6.58,0.02,,389.64,-14.48,22
75.5,33.24,574,35.4,8.5,-0.02,,389.61,-14.67,22
75.6,33.13,574,35.58,7.92,-0.05,,389.66,-14.22,22
75.7,33.14,574,35.58,7.54,-0.03,,389.69,-13.9,22
75.8,33.1,574,35.73,7.5,0.08,,389.64,-13.9,22
75.9,33.07,574,35.91,7.92,0,,389.6,-14.04,22
76,33.09,574,36.38,8.54,-0.02,,389.6,-14.54,22
76.1,33.15,574,35.9,7.61,-0.04,,389.6,-14.81,22
76.2,33.18,574,34.29,9.46,-0.07,,389.6,-14.51,22
76.3,32.99,574,28.02,8.5,-0.13,,389.64,-13.76,22
76.4,32.95,574,24.06,7.46,-0.1,,389.79,-11.85,22
76.5,33.08,574,20.19,2.08,-0.07,,390,-8.98,22
76.6,33.11,574,17.42,0,-0.23,,390.35,-3.68,22
76.7,32.96,574,15.38,-9.77,-0.4,,390.69,1.1,22
76.8,32.82,574,13.4,-16.23,-0.51,,390.99,4.6,22
76.9,32.57,574,12.78,-22.19,-0.69,,391.36,8.94,22
77,32.27,574,12.77,-31.19,-0.81,,391.91,15.34,22
77.1,31.96,574,12.78,-42.73,-0.97,,392.31,19.79,22
77.2,31.65,574,13.1,-48.08,-0.99,,392.36,19.39,22
77.3,31.31,574,13.25,-44.97,-0.94,,392.37,18.76,22
77.4,30.96,574,13.7,-43.49,-0.99,,392.27,17.56,22
77.5,30.64,574,14.5,-41.99,-0.99,,392.16,15.9,22
77.6,30.34,574,16.66,-39.01,-0.91,,392.01,13.1,22
77.7,30.02,574,20.62,-32.59,-0.68,,391.79,9.75,22
77.8,29.84,574,22.08,-22.07,-0.5,,391.39,5.05,22
77.9,29.67,574,22.08,-16.5,-0.45,,391.1,1.84,22
78,29.47,574,22.08,-15.98,-0.48,,391.1,2.34,22
78.1,29.26,574,22.25,-18.5,-0.52,,391.1,2.57,22
78.2,29.08,574,22.55,-18.48,-0.43,,391.1,2.12,22
78.3,28.95,574,22.86,-17,-0.46,,391.09,1.54,22
78.4,28.8,574,23.94,-16.5,-0.41,,391.04,0.64,22
78.5,28.64,574,25.92,-13.61,-0.31,,390.93,-0.76,22
78.6,28.54,574,28.1,-9.07,-0.26,,390.68,-3.41,22
78.7,28.44,574,28.94,-4,-0.22,,390.47,-5.63,22
78.8,28.42,574,28.93,-0.93,-0.1,,390.37,-6.78,22
78.9,28.33,574,28.76,0,-0.1,,390.31,-7.51,22
79,28.29,574,28.93,-2.43,-0.17,,390.36,-7.21,22
79.1,28.21,574,28.61,-1.5,-0.06,,390.4,-6.94,22
79.2,28.18,574,28.6,-2.43,-0.14,,390.4,-6.74,22
79.3,28.1,574,28.29,-2,-0.17,,390.41,-6.31,22
79.4,28.05,574,26.65,-2,-0.19,,390.46,-5.31,22
79.5,28,574,21.34,-5.44,-0.32,,390.54,-4.03,22
79.6,27.87,574,14.35,-10.37,-0.4,,390.69,-2.03,22
79.7,27.74,574,11.76,-13.32,-0.43,,390.94,1.2,22
79.8,27.51,574,7.22,-25.13,-0.56,,391.44,7.45,22
79.9,27.21,574,5.33,-38.25,-0.8,,391.96,13.9,22
80,26.85,574,6.08,-53.58,-1.15,,392.51,20.85,22
80.1,26.38,574,10.28,-67.81,-1.35,,392.8,24.06,22
80.2,25.94,574,15.64,-61.43,-1.1,,392.45,18.01,22
80.3,25.52,574,16.33,-44.12,-0.84,,392.11,12.75,22
80.4,25.24,574,16.63,-34.62,-0.71,,391.81,9.45,22
80.5,25,574,17.25,-31,-0.69,,391.59,6.93,22
80.6,24.76,574,18.35,-30.93,-0.61,,391.54,6.33,22
80.7,24.52,574,19.07,-29,-0.6,,391.46,5.21,22
80.8,24.31,574,23.4,-24.3,-0.54,,391.31,2.81,22
80.9,24.12,574,25.01,-17.74,-0.45,,391.13,0.47,22
81,23.99,574,24.9,-9.12,-0.3,,390.88,-1.73,22
81.1,23.87,574,24.9,-9,-0.3,,390.71,-3.08,22
81.2,23.72,574,24.59,-11.38,-0.36,,390.76,-2.33,22
81.3,23.59,574,24.4,-11.56,-0.35,,390.8,-1.84,22
81.4,23.47,574,24.42,-12.5,-0.38,,390.8,-1.99,22
81.5,23.33,574,24.4,-11.5,-0.37,,390.8,-2.07,22
81.6,23.14,574,24.58,-12.44,-0.4,,390.8,-1.97,22
81.7,23.06,574,24.58,-12.5,-0.43,,390.8,-1.94,22
81.8,22.92,574,24.58,-12,-0.41,,390.8,-2.09,22
81.9,22.8,574,24.58,-12,-0.49,,390.8,-2.2,22
82,22.67,574,24.7,-12.06,-0.4,,390.8,-2.2,22
82.1,22.53,574,24.9,-11.13,-0.42,,390.8,-2.27,22
82.2,22.37,574,25.03,-11,-0.46,,390.8,-2.52,22
82.3,22.23,574,25.93,-10.56,-0.44,,390.77,-2.96,22
82.4,22.06,574,26.73,-8.62,-0.41,,390.67,-3.86,22
