Time [s],Velocity [km/h],Elevation [m],Throttle [%],Motor Torque [Nm],Longitudinal Acceleration [m/s^2],Regenerative Braking Signal,Battery Voltage [V],Battery Current [A],Battery Temperature [�C]
899.3,42.31,565,43.03,19.44,0.13,,386.09,-24.27,22
899.4,42.35,565,43.03,20.22,0.19,,386.04,-24.82,22
899.5,42.42,565,43.03,20.72,0.29,,385.99,-25.43,22
899.6,42.49,565,43.09,21.94,0.36,,385.89,-26.53,22
899.7,42.57,565,43.11,22.22,0.26,,385.79,-27.61,22
899.8,42.65,565,42.85,23.22,0.19,,385.69,-28.51,22
899.9,42.75,565,42.85,25.22,0.19,,385.59,-29.43,22
900,42.86,565,43.03,25.22,0.29,,385.49,-30.48,22
900.1,43.02,565,43.18,27,0.34,,385.4,-31.44,22
900.2,43.11,565,43.03,28.5,0.27,,385.4,-31.79,22
900.3,43.2,565,42.85,27.5,0.33,,385.41,-32.01,22
900.4,43.38,565,42.5,27,0.36,,385.46,-31.26,22
900.5,43.45,565,40.91,26.06,0.21,,385.52,-30.33,22
900.6,43.49,565,38.72,25.63,0.3,,385.67,-28.08,22
900.7,43.71,565,37.9,21.95,0.26,,385.8,-26.12,22
900.8,43.97,565,37.59,19,0.19,,385.8,-26.32,22
900.9,43.77,565,36.5,19.73,0.13,,385.83,-26.12,22
901,43.72,565,37.19,18.58,0.15,,386.08,-22.92,22
901.1,43.77,565,37.45,13.55,0.3,,386.3,-20.05,22
901.2,43.96,565,37.3,14.05,0.19,,386.3,-19.6,22
901.3,43.97,565,37.4,13.37,0.09,,386.31,-19.07,22
901.4,43.95,565,36.98,12.5,-0.03,,386.41,-18.02,22
901.5,43.95,565,36.98,11.32,-0.01,,386.51,-16.97,22
901.6,43.97,565,36.83,10.13,0.02,,386.56,-15.87,22
901.7,44.01,565,36.98,9.63,-0.01,,386.61,-14.86,22
901.8,43.97,565,36.98,8.63,0.02,,386.66,-14.51,22
901.9,43.98,565,37.13,8.32,0.11,,386.7,-14.26,22
902,44.03,565,37.3,7.82,-0.08,,386.7,-14.76,22
902.1,43.92,565,37.3,9.32,-0.11,,386.7,-15.21,22
902.2,43.93,565,38.29,8.82,0.03,,386.7,-15.31,22
902.3,43.98,565,40.77,9.18,-0.04,,386.68,-15.6,22
902.4,44.05,565,43.4,10,0.11,,386.53,-17.3,22
902.5,43.95,565,44.38,12.37,0.18,,386.38,-19.1,22
902.6,44,565,44.99,14.68,0.18,,386.18,-21.6,22
902.7,43.98,565,46.5,18.18,0.43,,385.97,-24.23,22
902.8,44.11,565,47.78,20.37,0.45,,385.72,-27.78,22
902.9,44.19,565,47.89,25.18,0.16,,385.45,-31.48,22
903,44.23,565,47.58,31.73,0.02,,385.05,-36.28,22
903.1,44.46,565,47.79,34.73,0.25,,384.66,-41.06,22
903.2,44.66,565,47.62,37.45,0.52,,384.31,-45.71,22
903.3,44.71,565,46.75,45.18,0.41,,384,-49.72,22
903.4,44.94,565,46.65,45.27,0.62,,384,-49.02,22
903.5,45.2,565,46.12,42.87,0.7,,383.99,-48.41,22
903.6,45.47,565,43.48,44.55,0.53,,383.94,-48.46,22
903.7,45.62,565,41.83,43.82,0.43,,383.95,-47.82,22
903.8,45.86,565,40.29,38.27,0.41,,384.4,-42.17,22
903.9,46.03,565,38.21,32.13,0.4,,384.84,-36.71,22
904,46.2,565,37.75,27.42,0.26,,385.19,-32.61,22
904.1,46.32,565,37.75,23.45,0.08,,385.52,-28.71,22
904.2,46.37,565,37.9,22.32,0.07,,385.67,-26.31,22
904.3,46.43,565,38.23,18.95,0.34,,385.81,-24.21,22
904.4,46.43,565,37.96,18.82,0.24,,385.86,-24.31,22
904.5,46.43,565,37.75,16.55,-0.34,,385.91,-24.13,22
904.6,46.42,565,37.9,16.77,0.22,,386.01,-21.93,22
904.7,46.51,565,37.85,13.5,0.23,,386.11,-19.96,22
904.8,46.56,565,37.4,12.82,0.21,,386.16,-19.61,22
904.9,46.56,565,35.68,13.45,0.18,,386.21,-19.19,22
905,46.6,565,32.62,11.13,0.05,,386.31,-18.24,22
905.1,46.54,565,28.12,11.63,-0.02,,386.42,-17.01,22
905.2,46.4,565,23.47,7.63,-0.09,,386.62,-13.76,22
905.3,46.4,565,20.66,4.5,-0.06,,386.87,-10.11,22
905.4,46.7,565,20.08,0,-0.09,,387.42,-3.56,22
905.5,46.52,565,19.9,-7.92,-0.46,,387.91,2.35,22
905.6,46.33,565,20.23,-9,-0.54,,388.01,3.6,22
905.7,46.1,565,20.32,-9.55,-0.51,,388.13,5.09,22
905.8,45.97,565,20.38,-14.23,-0.39,,388.38,8.34,22
905.9,45.86,565,20.38,-17.55,-0.45,,388.62,11.33,22
906,45.57,565,20.23,-20.5,-0.52,,388.77,12.38,22
906.1,45.42,565,20.74,-21,-0.43,,388.89,13.2,22
906.2,45.18,565,20.89,-20.82,-0.61,,388.84,12.35,22
906.3,45,565,21,-20.13,-0.71,,388.8,11.58,22
906.4,44.9,565,21.36,-20.32,-0.74,,388.8,11.38,22
906.5,44.62,565,21.42,-18.68,-0.71,,388.8,11.18,22
906.6,44.5,565,22.14,-18.13,-0.45,,388.8,11.03,22
906.7,44.28,565,22.78,-19,-0.11,,388.79,10.69,22
906.8,44.02,565,23.18,-15.18,-0.4,,388.69,8.99,22
906.9,43.84,565,23.18,-15.82,-0.37,,388.59,7.46,22
907,43.67,565,23,-14.5,-0.25,,388.54,7.16,22
907.1,43.48,565,23.33,-14.5,-0.21,,388.49,6.84,22
907.2,43.38,565,24.01,-15,-0.56,,388.44,6.34,22
907.3,43.26,565,24.79,-13.95,-0.29,,388.38,5.65,22
907.4,43.05,565,24.94,-12.95,-0.12,,388.23,3.55,22
907.5,42.89,565,25.24,-9,-0.28,,388.09,1.49,22
907.6,42.76,565,27.85,-10.55,-0.36,,387.99,-0.21,22
907.7,42.65,565,29.69,-6.13,-0.17,,387.88,-2,22
907.8,42.57,565,31.15,-0.95,-0.17,,387.68,-4.45,22
907.9,42.48,565,33.21,0,-0.07,,387.48,-6.9,22
908,42.4,565,35.44,2.63,-0.03,,387.28,-9.4,22
908.1,42.32,565,37.24,5,0.03,,387.09,-11.67,22
908.2,42.3,565,37.8,6.82,0.08,,387.04,-12.27,22
908.3,42.27,565,38.23,6.5,-0.04,,386.99,-12.88,22
908.4,42.25,565,38.38,7.18,0,,386.94,-13.53,22
908.5,42.21,565,38.79,8.32,0.01,,386.89,-14.22,22
908.6,42.24,565,40.15,9.32,0.02,,386.79,-15.22,22
908.7,42.27,565,42.82,11,0.08,,386.68,-16.35,22
908.8,42.31,565,44.1,11.87,0.19,,386.53,-18.4,22
908.9,42.35,565,44.28,14.05,0.25,,386.38,-20.51,22
909,42.43,565,44.48,18.18,0.35,,386.18,-23.11,22
909.1,42.5,565,45.03,20.37,0.36,,385.98,-25.73,22
909.2,42.57,565,45.2,22.37,0.35,,385.78,-28.43,22
909.3,42.62,565,45.3,26,0.37,,385.58,-30.99,22
909.4,42.73,565,45.2,27.37,0.37,,385.43,-32.59,22
909.5,42.78,565,45.03,30,0.33,,385.29,-34.16,22
909.6,42.95,565,44.88,31.32,0.45,,385.19,-35.51,22
909.7,43.1,565,44.69,32.37,0.47,,385.09,-36.82,22
909.8,43.26,565,44.75,32.68,0.45,,384.99,-37.82,22
909.9,43.42,565,44.1,34.5,0.52,,384.9,-38.64,22
910,43.51,565,44.05,35,0.55,,384.9,-38.14,22
910.1,43.71,565,43.89,33.82,0.44,,384.9,-37.65,22
910.2,43.85,565,42.46,34.5,0.37,,384.9,-37.25,22
910.3,43.95,565,41.11,32.82,0.31,,384.93,-36.55,22
910.4,44.05,565,38.93,29.82,0.29,,385.18,-33.65,22
910.5,44.18,565,37.02,25.87,0.41,,385.42,-30.75,22
910.6,44.33,565,35.67,23.13,0.19,,385.62,-27.9,22
910.7,44.36,565,34.75,20,0.19,,385.82,-25.12,22
910.8,44.37,565,33.92,18,0.16,,386.02,-22.82,22
910.9,44.37,565,33.55,14.68,-0.05,,386.22,-20.47,22
911,44.31,565,33.73,12.45,0.49,,386.42,-17.72,22
911.1,44.38,565,33.73,8.82,0.17,,386.6,-15.29,22
911.2,44.36,565,33.73,10.82,0.14,,386.6,-15.24,22
911.3,44.39,565,33.97,9.32,0.02,,386.61,-15.11,22
911.4,44.43,565,33.88,7.95,-0.14,,386.66,-14.36,22
911.5,44.39,565,33.93,7.82,-0.11,,386.71,-13.59,22
911.6,44.33,565,34.39,6,0.02,,386.81,-12.69,22
911.7,44.31,565,34.85,5.18,-0.16,,386.9,-11.92,22
911.8,44.29,565,35.73,4.82,-0.05,,386.9,-12.07,22
911.9,44.26,565,35.73,5.68,0,,386.89,-12.24,22
912,44.31,565,36.62,6.5,0.01,,386.84,-12.54,22
912.1,44.36,565,37.9,6.32,0.02,,386.78,-13.04,22
912.2,44.28,565,37.58,8.68,-0.18,,386.63,-14.99,22
912.3,44.09,565,37.75,10.37,0.04,,386.51,-16.64,22
912.4,44.15,565,37.69,8.68,0.16,,386.56,-16.14,22
912.5,44.19,565,37.45,9.82,0.07,,386.6,-15.69,22
912.6,44.18,565,37.45,9.5,0.01,,386.6,-15.59,22
912.7,44.19,565,37.24,9.32,-0.04,,386.61,-15.43,22
912.8,44.21,565,37.13,9,-0.06,,386.66,-14.88,22
912.9,44.18,565,36.76,8,-0.03,,386.71,-14.35,22
913,44.19,565,35.84,8.18,-0.03,,386.76,-13.9,22
913.1,44.17,565,34.68,7.32,-0.02,,386.81,-13.39,22
913.2,44.14,565,34.14,5.95,0,,386.86,-12.49,22
913.3,44.16,565,33.55,5.5,-0.01,,386.91,-11.59,22
913.4,44.12,565,33.55,3.87,-0.04,,387.01,-10.69,22
913.5,44.11,565,33.4,3.5,-0.03,,387.11,-9.85,22
913.6,44.06,565,33.4,2.82,-0.06,,387.16,-9.4,22
913.7,44.07,565,33.21,2.5,-0.13,,387.21,-8.95,22
913.8,44.02,565,32.2,2.82,-0.1,,387.26,-8.5,22
913.9,43.91,565,32.03,2.13,-0.07,,387.3,-8.08,22
914,43.85,565,32.18,1.5,-0.08,,387.3,-7.88,22
914.1,43.8,565,32.53,1,-0.06,,387.29,-7.85,22
914.2,43.84,565,33.21,1.5,-0.14,,387.19,-9.05,22
914.3,43.72,565,34.25,2.68,-0.11,,387.09,-10.15,22
914.4,43.68,565,35.84,4.82,0.04,,387.04,-10.6,22
914.5,43.62,565,37.45,4.37,-0.02,,386.99,-11.13,22
914.6,43.61,565,38.02,5.37,-0.02,,386.94,-12.23,22
914.7,43.62,565,38.83,6.18,0.14,,386.89,-13.31,22
914.8,43.57,565,39,8,0.03,,386.79,-14.21,22
914.9,43.57,565,39.65,9,0.12,,386.69,-15.15,22
915,43.52,565,39.98,9.37,0.14,,386.64,-16.35,22
915.1,43.5,565,40.29,10.87,-0.01,,386.59,-17.47,22
915.2,43.5,565,41.06,11.68,0.06,,386.54,-18.02,22
915.3,43.54,565,41.69,11.73,0.12,,386.49,-18.63,22
915.4,43.6,565,43.03,14,0.15,,386.39,-19.73,22
915.5,43.64,565,43.6,14.82,0.1,,386.29,-20.82,22
915.6,43.45,565,44.91,18.5,0.08,,386.19,-21.77,22
915.7,43.62,565,49.23,16.18,0.27,,386.02,-23.7,22
915.8,43.76,565,48.93,21.16,0.36,,385.37,-32.75,22
915.9,43.84,565,48.63,36.45,0.49,,384.75,-41.36,22
916,43.99,565,48.63,43.08,0.55,,384.3,-46.76,22
916.1,44.15,565,47.25,47.05,0.72,,383.89,-51.53,22
916.2,44.39,565,44.15,48.13,0.75,,383.79,-51.78,22
916.3,44.63,565,38.33,48.32,0.74,,383.77,-51.08,22
916.4,44.9,565,34.01,41.45,0.59,,384.37,-43.53,22
916.5,45.05,565,27.38,32.45,0.39,,384.97,-35.95,22
916.6,45.09,565,24.29,24.82,0.31,,385.52,-28.15,22
916.7,45.12,565,22.28,16.95,0.18,,386.07,-20.44,22
916.8,45.15,565,17.1,8.82,0.03,,386.62,-13.39,22
916.9,45.22,565,6.16,1.32,-0.08,,387.23,-5.39,22
917,45.1,565,0.13,-4.55,-0.31,,388.33,9.46,22
917.1,44.85,565,1.06,-28.21,-0.73,,389.43,24.04,22
917.2,44.53,565,2.22,-44.92,-1.1,,390.48,36.69,22
917.3,44.1,565,12.28,-59.22,-1.45,,391.36,47.14,22
917.4,43.62,565,19.57,-67.5,-1.29,,391.06,41.74,22
917.5,43.14,565,23.18,-52.26,-0.89,,390.71,35.8,22
917.6,42.84,565,25.25,-39.08,-0.73,,390.01,25.95,22
917.7,42.52,565,27.01,-29.18,-0.68,,389.31,16.12,22
917.8,42.36,565,29.12,-17.95,-0.44,,388.56,6.47,22
917.9,42.22,565,29.74,-6.26,-0.26,,387.88,-2.32,22
918,42.15,565,30.27,0.55,-0.07,,387.68,-4.92,22
918.1,42.05,565,31.29,0.92,-0.06,,387.49,-7.21,22
918.2,42.04,565,31.44,1.26,-0.08,,387.44,-7.26,22
918.3,41.96,565,32.08,0.55,-0.05,,387.4,-7.34,22
918.4,41.94,565,33.32,0.63,-0.1,,387.4,-7.64,22
918.5,41.86,565,33.83,1.68,-0.06,,387.38,-8.19,22
918.6,41.77,565,34.65,3.35,-0.04,,387.18,-10.59,22
918.7,41.74,565,35.63,6.82,-0.02,,387,-12.72,22
918.8,41.7,565,37.24,5.68,-0.06,,387,-12.87,22
918.9,41.63,565,39.4,7,0,,386.99,-13.09,22
919,41.62,565,40.9,8,0.06,,386.89,-13.79,22
919.1,41.63,565,41.65,8.5,0.03,,386.79,-14.52,22
919.2,41.63,565,41.78,9.5,0.04,,386.74,-15.52,22
919.3,41.64,565,42.3,10.82,0.06,,386.69,-16.6,22
919.4,41.65,565,43.8,12,0.06,,386.59,-18.2,22
919.5,41.72,565,46.44,14,0.1,,386.44,-20.34,22
919.6,41.74,565,48.35,17.35,0.19,,385.94,-26.39,22
919.7,41.77,565,49.34,26.06,0.42,,385.41,-32.86,22
919.8,42,565,50.78,35.71,0.57,,384.71,-42.36,22
919.9,42.23,565,50.57,47.24,0.69,,384.03,-51.58,22
920,42.37,565,50.36,58.03,0.85,,383.43,-58.78,22
920.1,42.59,565,50.2,62.85,0.79,,382.88,-65.33,22
920.2,42.98,565,50.3,65.47,1.05,,382.68,-67.18,22
920.3,43.42,565,50.3,66.65,1.43,,382.46,-69.28,22
920.4,43.63,565,50.15,74.12,1.45,,382.16,-73.18,22
920.5,44.18,565,50.15,73.03,1.28,,381.88,-76.7,22
920.6,44.52,565,50,72.85,1.25,,381.73,-77.55,22
920.7,44.84,565,49.85,73.85,1.2,,381.6,-78.26,22
920.8,45.27,565,49.85,72.65,1.09,,381.6,-77.91,22
920.9,45.68,565,49.17,72.18,1,,381.61,-77.47,22
921,46.04,565,48.93,72,1.14,,381.66,-76.42,22
921.1,46.38,565,47.92,69.68,1.09,,381.73,-75.08,22
921.2,46.75,565,45.55,68.65,1.01,,381.98,-71.68,22
921.3,47.13,565,44.37,62.94,0.91,,382.26,-67.89,22
921.4,47.38,565,43.45,56.79,0.68,,382.71,-61.29,22
921.5,47.6,565,43.06,49.15,0.56,,383.16,-54.72,22
921.6,47.8,565,40.52,43,0.5,,383.66,-48.37,22
921.7,47.94,565,38.84,36.82,0.46,,384.16,-42.08,22
921.8,48.11,565,38.23,30.15,0.32,,384.61,-36.23,22
921.9,48.17,565,38.53,25.15,0.29,,385.02,-30.85,22
922,48.25,565,38.62,22.82,0.19,,385.22,-28.8,22
922.1,48.3,565,38.53,20.03,0.2,,385.42,-26.8,22
922.2,48.35,565,38.53,18.15,0.12,,385.57,-25.15,22
922.3,48.46,565,38.47,16.18,0.11,,385.71,-23.62,22
922.4,48.45,565,38.53,16.15,0.13,,385.76,-22.97,22
922.5,48.47,565,38.89,15.82,0.13,,385.81,-22.27,22
922.6,48.52,565,39.3,14.03,0.12,,385.91,-21.22,22
922.7,48.51,565,39.81,12.86,0.08,,386,-20.26,22
922.8,48.56,565,40.74,12.32,0.02,,386,-19.91,22
922.9,48.54,565,42.04,12.32,0.08,,385.99,-19.75,22
923,48.56,565,42.75,13.32,0.15,,385.94,-21,22
923.1,48.62,565,43.03,14.68,0.15,,385.89,-22.2,22
923.2,48.68,565,42.85,15.53,0.12,,385.79,-23.05,22
923.3,48.72,565,42.7,16.82,0.22,,385.69,-23.93,22
923.4,48.7,565,42.46,17.18,0.32,,385.64,-24.98,22
923.5,48.7,565,42.25,18.32,0.27,,385.6,-25.86,22
923.6,48.82,565,41.83,19.32,0.33,,385.6,-25.56,22
923.7,48.9,565,41.18,17.68,0.24,,385.61,-25.19,22
923.8,48.92,565,41,16.82,0.25,,385.66,-24.29,22
923.9,48.95,565,41,16.32,0.09,,385.71,-23.37,22
924,48.95,565,41.18,15.32,0.03,,385.81,-22.27,22
924.1,48.98,565,41.48,14.32,0.1,,385.89,-21.39,22
924.2,49,565,41.65,13.86,0.1,,385.84,-22.09,22
924.3,49.05,565,42.1,14.86,0.08,,385.79,-22.8,22
924.4,49.04,565,42.1,16.5,0.17,,385.74,-23.65,22
924.5,49.05,565,42.5,17.5,0.17,,385.69,-24.55,22
924.6,49.17,565,43.24,17.68,0.2,,385.59,-25.8,22
924.7,49.25,565,43.84,18.86,0.14,,385.49,-27.01,22
924.8,49.29,565,44.75,19.68,0.23,,385.44,-27.91,22
924.9,49.4,565,44.88,20.65,0.29,,385.39,-28.81,22
925,49.44,565,44.75,21.31,0.28,,385.29,-29.71,22
925.1,49.5,565,44.43,22.13,0.19,,385.19,-30.64,22
925.2,49.66,565,44.1,24,0.22,,385.09,-31.79,22
925.3,49.67,565,43.95,25,0.24,,384.99,-32.89,22
925.4,49.74,565,43.78,25.76,0.24,,384.94,-33.59,22
925.5,49.86,565,43.95,26.37,0.31,,384.89,-34.26,22
925.6,49.95,565,44.1,25.5,0.33,,384.84,-34.71,22
925.7,50.04,565,43.95,27.37,0.22,,384.81,-35.01,22
925.8,50.13,565,43.74,26.63,0.35,,384.86,-34.26,22
925.9,50.2,565,42.98,25.37,0.35,,384.91,-33.48,22
926,50.29,565,41.86,24.5,0.28,,385.01,-32.53,22
926.1,50.36,565,40.36,23.87,0.25,,385.11,-31.46,22
926.2,50.4,565,38.88,22,0.28,,385.21,-29.51,22
926.3,50.43,565,36.94,20.5,0.19,,385.32,-27.49,22
926.4,50.43,565,35.65,17.5,0.15,,385.52,-24.94,22
926.5,50.51,565,34.44,15.37,0.05,,385.72,-22.47,22
926.6,50.54,565,33.8,13.63,0.09,,385.87,-20.57,22
926.7,50.51,565,32.59,11.74,0.05,,386.02,-18.69,22
926.8,50.51,565,32.18,9.63,-0.03,,386.17,-16.99,22
926.9,50.54,565,32.3,8,0.06,,386.31,-15.38,22
927,50.48,565,32.43,7.37,0.01,,386.41,-14.38,22
927.1,50.47,565,32.34,6.74,-0.1,,386.51,-13.37,22
927.2,50.46,565,32.3,5.87,-0.14,,386.61,-12.26,22
927.3,50.41,565,32.18,4.13,-0.06,,386.71,-11.16,22
927.4,50.38,565,32.06,3.87,-0.04,,386.81,-10.01,22
927.5,50.31,565,32.18,2.5,-0.11,,386.91,-8.92,22
927.6,50.35,565,32.21,1.37,-0.19,,386.96,-8.27,22
927.7,50.31,565,32.27,1,-0.06,,387,-7.71,22
927.8,50.23,565,32.3,1.5,-0.11,,387,-7.81,22
927.9,50.2,565,32.18,1,-0.18,,387,-7.91,22
928,50.11,565,32.21,1.87,-0.14,,387,-7.96,22
928.1,50.08,565,32.3,1.5,-0.01,,387,-7.99,22
928.2,50.12,565,32.27,1,-0.07,,387,-7.94,22
928.3,49.87,565,32.06,1,-0.23,,387,-7.89,22
928.4,49.77,565,32.21,2.5,-0.06,,387,-7.84,22
928.5,49.78,565,32.3,1.13,-0.03,,387,-7.8,22
928.6,49.79,565,32.18,0.37,-0.18,,387,-7.8,22
928.7,49.68,565,32.3,1,-0.1,,387,-7.82,22
928.8,49.62,565,32.18,2,-0.08,,387,-7.97,22
928.9,49.6,565,32.18,1.5,-0.11,,387,-8.09,22
929,49.58,565,32.18,1,-0.18,,387,-8.04,22
929.1,49.49,565,31.98,1.13,-0.15,,387.01,-7.94,22
929.2,49.32,565,31.06,1,-0.05,,387.06,-7.39,22
929.3,49.34,565,29.44,0.37,-0.08,,387.13,-6.55,22
929.4,49.26,565,27.56,0,-0.11,,387.38,-3.45,22
929.5,49.1,565,25.94,-5.5,-0.21,,387.63,-0.36,22
929.6,49.03,565,24.9,-7.64,-0.28,,387.88,2.64,22
929.7,48.88,565,24.73,-11.13,-0.31,,388.1,5.3,22
929.8,48.78,565,24.58,-11.37,-0.33,,388.1,5.3,22
929.9,48.61,565,24.73,-11.37,-0.28,,388.1,5.28,22
930,48.4,565,24.69,-11,-0.37,,388.1,5.13,22
930.1,48.27,565,24.73,-10.63,-0.52,,388.1,5.03,22
930.2,48.25,565,24.86,-11.13,-0.39,,388.1,5.28,22
930.3,48.23,565,24.93,-10.26,-0.12,,388.09,5.4,22
930.4,47.94,565,24.93,-9.87,-0.38,,388.04,4.5,22
930.5,47.73,565,25.06,-9.87,-0.45,,388.01,3.72,22
930.6,47.6,565,25.03,-9.87,-0.31,,388.06,3.92,22
930.7,47.46,565,25.73,-10.13,-0.23,,388.08,3.88,22
930.8,47.41,565,26.43,-9.24,-0.35,,387.93,1.98,22
930.9,47.21,565,26.58,-6.5,-0.49,,387.8,0.23,22
931,47.12,565,26.97,-7,-0.47,,387.8,-0.37,22
931.1,46.99,565,28.03,-5.37,-0.35,,387.78,-1.14,22
931.2,46.87,565,30.07,-3.37,-0.33,,387.58,-3.29,22
931.3,46.83,565,31.93,-1.26,-0.13,,387.39,-5.32,22
931.4,46.86,565,32.95,0.26,-0.08,,387.34,-6.42,22
931.5,46.59,565,32.8,2,-0.27,,387.29,-7.49,22
931.6,46.62,565,33.31,2.13,-0.15,,387.19,-8.29,22
931.7,46.56,565,34.14,3.11,0,,387.09,-9.18,22
931.8,46.55,565,34.48,2.63,-0.08,,386.99,-10.72,22
931.9,46.48,565,35.03,5.37,-0.08,,386.9,-12.07,22
932,46.39,565,35.9,4.63,-0.01,,386.9,-11.77,22
932.1,46.43,565,36.58,4.63,-0.02,,386.89,-11.65,22
932.2,46.38,565,37.13,6.26,-0.02,,386.79,-12.95,22
932.3,46.42,565,38.26,6.76,0,,386.69,-14.24,22
932.4,46.33,565,38.83,8.63,0.05,,386.59,-15.44,22
932.5,46.22,565,40.68,10,0.15,,386.49,-16.65,22
932.6,46.36,565,42.58,10.13,0,,386.39,-17.95,22
932.7,46.32,565,42.7,13,0.09,,386.29,-19.21,22
932.8,46.38,565,42.61,12.89,0.1,,386.24,-20.21,22
932.9,46.35,565,42.58,13.89,-0.01,,386.19,-21.15,22
933,46.38,565,42.85,13.63,-0.02,,386.14,-21.6,22
933.1,46.45,565,43.35,15.5,0.12,,386.09,-22.11,22
933.2,46.55,565,43.86,16.13,0.11,,385.99,-23.11,22
933.3,46.63,565,44.28,17.26,0.11,,385.89,-24.19,22
933.4,46.61,565,44.1,19,0.16,,385.79,-25.84,22
933.5,46.63,565,44.1,20.39,0.24,,385.69,-27.36,22
933.6,46.73,565,43.95,20.37,0.17,,385.64,-27.91,22
933.7,46.83,565,43.65,21.63,0.2,,385.59,-28.51,22
933.8,46.86,565,43.39,22.87,0.3,,385.49,-29.46,22
933.9,46.91,565,43.35,23.63,0.42,,385.39,-30.32,22
934,47,565,43.18,24.74,0.28,,385.34,-30.52,22
934.1,47.04,565,43.03,24.37,0.19,,385.31,-30.62,22
934.2,47.22,565,42.81,24.13,0.22,,385.36,-29.92,22
934.3,47.29,565,42.53,22.5,0.25,,385.41,-29.16,22
934.4,47.31,565,40.61,21.87,0.33,,385.51,-27.91,22
934.5,47.42,565,39.39,20.87,0.28,,385.61,-26.6,22
934.6,47.44,565,37.59,19.24,0.31,,385.71,-24.85,22
934.7,47.53,565,35.64,17.37,0.33,,385.81,-23.17,22
934.8,47.5,565,33.07,15.63,0.06,,385.91,-22.07,22
934.9,47.44,565,30.69,14.13,0.1,,386.03,-20.75,22
935,47.53,565,28.63,10.37,0.2,,386.28,-17.7,22
935.1,47.53,565,26.2,7.63,0.06,,386.52,-14.7,22
935.2,47.53,565,25.31,6.37,-0.02,,386.72,-12.1,22
935.3,47.53,565,23.88,3.74,-0.07,,386.92,-9.51,22
935.4,47.36,565,21.54,0.37,-0.15,,387.12,-6.96,22
935.5,47.35,565,20.87,-1.89,-0.15,,387.33,-4.31,22
935.6,47.29,565,21.11,-10.13,-0.29,,387.63,-0.86,22
935.7,47.11,565,21,-9.87,-0.29,,387.92,2.49,22
935.8,46.95,565,21.3,-8.13,-0.23,,388.12,5.04,22
935.9,46.82,565,21.63,-12.89,-0.38,,388.31,7.43,22
936,46.67,565,21.83,-13.63,-0.47,,388.41,8.53,22
936.1,46.49,565,24.03,-16.87,-0.44,,388.45,8.85,22
936.2,46.27,565,26.73,-13.87,-0.4,,388.05,3.1,22
936.3,46.15,565,29.53,-5.24,-0.17,,387.68,-2.27,22
936.4,46.08,565,31.33,-0.26,-0.03,,387.48,-4.67,22
936.5,45.98,565,32.71,0.39,-0.09,,387.29,-6.83,22
936.6,45.97,565,34.5,1.13,-0.17,,387.24,-7.08,22
936.7,45.98,565,36.73,1.87,-0.06,,387.18,-7.57,22
936.8,45.92,565,37.83,2.87,-0.11,,387.03,-9.97,22
936.9,45.78,565,38.68,4.63,-0.17,,386.9,-12.06,22
937,45.57,565,38.83,7.74,-0.05,,386.9,-11.71,22
937.1,45.6,565,39.43,4.87,-0.02,,386.88,-11.59,22
937.2,45.73,565,39.11,6.37,0.06,,386.73,-13.24,22
937.3,45.69,565,39,9.11,-0.05,,386.59,-14.8,22
937.4,45.6,565,38.49,9.26,0.09,,386.54,-15.7,22
937.5,45.64,565,37.54,10.5,0.06,,386.51,-16.43,22
937.6,45.57,565,35.82,9.5,-0.22,,386.56,-15.78,22
937.7,45.5,565,32.51,8.5,-0.18,,386.61,-15.08,22
937.8,45.48,565,30.34,7.13,0.09,,386.71,-14.03,22
937.9,45.48,565,28.76,6.5,0.17,,386.82,-12.86,22
938,45.58,565,26.82,4.87,0.01,,386.97,-10.71,22
938.1,45.54,565,25.94,3.61,-0.25,,387.11,-8.62,22
938.2,45.45,565,25.42,1.26,-0.16,,387.21,-7.07,22
938.3,45.39,565,22.77,-0.4,0.01,,387.35,-5.16,22
938.4,45.3,565,19.96,-4.03,-0.14,,387.75,-0.41,22
938.5,45.25,565,17.37,-10,-0.27,,388.13,4.21,22
938.6,45.07,565,14.83,-12.13,-0.45,,388.38,7.76,22
938.7,44.88,565,12.37,-17.4,-0.78,,388.69,12,22
938.8,44.71,565,12.63,-28.24,-0.4,,389.44,21.6,22
938.9,44.44,565,12.93,-37.69,-0.74,,390.12,30.24,22
939,43.99,565,13.1,-45.92,-1.07,,390.27,31.49,22
939.1,43.67,565,13.93,-45.24,-0.84,,390.37,32.17,22
939.2,43.29,565,14.67,-41.1,-0.8,,390.12,28.39,22
939.3,42.92,565,15.5,-37.24,-0.73,,389.88,24.76,22
939.4,42.55,565,16.24,-35.6,-0.72,,389.73,22.35,22
939.5,42.27,565,16.56,-31.87,-0.75,,389.58,19.98,22
939.6,41.95,565,18.43,-31.24,-0.8,,389.43,17.83,22
939.7,41.89,565,23.63,-27.61,-0.56,,389.23,14.91,22
939.8,41.91,565,26.98,-19.6,-0.39,,388.53,5.36,22
939.9,41.7,565,27.2,-4.37,-0.45,,387.89,-3.25,22
940,41.37,565,27.47,0,-0.06,,387.79,-3.75,22
940.1,41.34,565,28.93,-1.63,-0.03,,387.69,-4.25,22
940.2,41.25,565,29.45,-4.5,-0.24,,387.64,-4.75,22
940.3,41.11,565,30,-1.87,-0.16,,387.59,-5.34,22
